Text
Bobo
Tonto
Que bobo ridiculo y tonto eres
Ridiculo
Desgraciado
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eresQue bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eresQue bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eresQue bobo ridiculo y tonto eres
v
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
v
v
v
v
v
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
v
Que bobo ridiculo y tonto eres
v
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eresQue bobo ridiculo y tonto eresQue bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
vQue bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eresQue bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
Que bobo ridiculo y tonto eres
